solver,problem,instance,gridno,cost,dualbound-0.0001,primalbound-0.0001,gap-0.0001,nit-0.0001,npieces-0.0001,cpu-0.0001
naive,uflp_nldep,gunluk-10-20-2,21,exp,241.15329831204812,241.1533061584526,3.2536997361293684e-6,1,8470,44.349741998000006
naive,uflp_nldep,gunluk-30-60-10,210,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-1,211,exp,526.4069509401296,526.4069814958996,5.804590562371821e-6,1,22470,98.833776427
naive,uflp_nldep,gunluk-30-60-1,212,cubic,472.01229581744474,472.0123960617324,2.1237638772496642e-5,1,29430,724.1065691350001
naive,uflp_nldep,gunluk-30-60-1,213,sinabc1,273.67806395461713,273.67808448711287,7.5024259898882475e-6,1,51030,277.828470926
naive,uflp_nldep,gunluk-30-60-1,214,sinabc2,282.96837651452523,282.96841967558754,1.5252960863143282e-5,1,66150,367.36086788700004
naive,uflp_nldep,gunluk-30-60-1,215,sinabc3,287.9609300288051,287.961061977412,4.5821683668055294e-5,1,109950,1277.38706125
naive,uflp_nldep,gunluk-30-60-1,217,pardivexp,268.939067346165,268.93907063952327,1.2245741162173256e-6,1,64050,202.16738776600002
naive,uflp_nldep,gunluk-30-60-1,218,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-1,219,square,269.61241054053005,269.6124215695022,4.090676567912956e-6,1,44910,47.618977264
naive,uflp_nldep,gunluk-10-20-2,22,cubic,228.08152730471522,228.0815499814853,9.9423956362252e-6,1,9810,195.015969444
naive,uflp_nldep,gunluk-30-60-1,220,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-2,221,exp,464.33606905938956,464.33616707371664,2.110848433305299e-5,1,22620,116.80025868400001
naive,uflp_nldep,gunluk-30-60-2,222,cubic,411.4369269122878,411.4370171164274,2.1924167213356177e-5,1,29430,573.230881122
naive,uflp_nldep,gunluk-30-60-2,223,sinabc1,270.6960834694139,270.6960878628237,1.623004529629934e-6,1,51030,271.28225440800003
naive,uflp_nldep,gunluk-30-60-2,224,sinabc2,277.7741913615274,277.7741967976073,1.9570139938614324e-6,1,66150,402.12829535900005
naive,uflp_nldep,gunluk-30-60-2,225,sinabc3,281.4203554599129,281.4203602721662,1.709987605606188e-6,1,109950,1168.166673011
naive,uflp_nldep,gunluk-30-60-2,227,pardivexp,266.4015390009639,266.40154032316144,4.963175258213576e-7,1,64050,190.71318888800002
naive,uflp_nldep,gunluk-30-60-2,228,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-2,229,square,267.2842984635779,267.2843008578495,8.957771062434637e-7,1,44910,47.414174502
naive,uflp_nldep,gunluk-10-20-2,23,sinabc1,173.66930302538083,173.66930909346522,3.4940453327180786e-6,1,17010,94.319113048
naive,uflp_nldep,gunluk-30-60-2,230,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-3,231,exp,492.0006832907207,492.0007142992517,6.302537797368868e-6,1,23040,130.48703624200002
naive,uflp_nldep,gunluk-30-60-3,232,cubic,451.1853894443303,451.1854474198941,1.2849608538755855e-5,1,29430,653.886259322
naive,uflp_nldep,gunluk-30-60-3,233,sinabc1,271.3019564043772,271.30196147872596,1.8703693505647737e-6,1,51030,278.673525611
naive,uflp_nldep,gunluk-30-60-3,234,sinabc2,280.94448284570973,280.9444942265389,4.050917315799816e-6,1,66150,342.49919009
naive,uflp_nldep,gunluk-30-60-3,235,sinabc3,286.5416339661713,286.54164498822985,3.846581732634405e-6,1,109950,1249.099933939
naive,uflp_nldep,gunluk-30-60-3,237,pardivexp,266.36828113360735,266.36828392340743,1.0473469427255794e-6,1,64050,203.877049266
naive,uflp_nldep,gunluk-30-60-3,238,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-3,239,square,267.1103814751138,267.110394534993,4.889318981856074e-6,1,44910,47.440250777
naive,uflp_nldep,gunluk-10-20-2,24,sinabc2,184.6153256898898,184.61543013063488,5.6572056302344046e-5,1,22050,171.75656560200002
naive,uflp_nldep,gunluk-30-60-3,240,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-4,241,exp,518.672378020799,518.6724470477188,1.3308383786083798e-5,1,22650,108.60660053800001
naive,uflp_nldep,gunluk-30-60-4,242,cubic,476.27503773692416,476.2750974586648,1.2539337232892242e-5,1,29430,575.0144647100001
naive,uflp_nldep,gunluk-30-60-4,243,sinabc1,304.65133265761443,304.6513363593857,1.215084536080287e-6,1,51030,274.57196598400003
naive,uflp_nldep,gunluk-30-60-4,244,sinabc2,315.0809590480332,315.0809679999387,2.8411444703779257e-6,1,66150,363.534733072
naive,uflp_nldep,gunluk-30-60-4,245,sinabc3,319.94120502529904,319.94575687343695,0.0014226937035793413,1,109950,1246.860704673
naive,uflp_nldep,gunluk-30-60-4,247,pardivexp,298.897029338355,298.897032202216,9.581429930875643e-7,1,64050,197.64764256100003
naive,uflp_nldep,gunluk-30-60-4,248,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-4,249,square,299.9687219026942,299.96872740100275,1.8329605892523556e-6,1,44910,48.803688984000004
naive,uflp_nldep,gunluk-10-20-2,25,sinabc3,177.84218969338994,177.84680227900918,0.0025935724230821545,1,36650,278.990366379
naive,uflp_nldep,gunluk-30-60-4,250,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-5,251,exp,487.67534582423707,487.675362801779,3.4813204055575377e-6,1,22920,120.877076903
naive,uflp_nldep,gunluk-30-60-5,252,cubic,458.9481296899339,458.9481689233593,8.548552540641025e-6,1,29430,556.804002534
naive,uflp_nldep,gunluk-30-60-5,253,sinabc1,300.0857585736706,300.0857624404963,1.2885735271057085e-6,1,51030,322.389826963
naive,uflp_nldep,gunluk-30-60-5,254,sinabc2,306.80186629542504,306.80187200116944,1.859748886929304e-6,1,66150,369.141543651
naive,uflp_nldep,gunluk-30-60-5,255,sinabc3,309.8084968104692,309.8085037002658,2.223888802505391e-6,1,109950,1329.285948741
naive,uflp_nldep,gunluk-30-60-5,257,pardivexp,296.2643131466203,296.2643153298497,7.369194666378232e-7,1,64050,195.25974153200002
naive,uflp_nldep,gunluk-30-60-5,258,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-5,259,square,296.803789230009,296.80379365522555,1.4909568725230232e-6,1,44910,47.444627087
naive,uflp_nldep,gunluk-30-60-5,260,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-6,261,exp,518.4632585668138,518.4632922968774,6.5057766081268545e-6,1,22890,130.223902492
naive,uflp_nldep,gunluk-30-60-6,262,cubic,472.6537018273548,472.6537867267476,1.796227920518278e-5,1,29430,734.912259715
naive,uflp_nldep,gunluk-30-60-6,263,sinabc1,284.3851845785508,284.38518897700857,1.5466550009790369e-6,1,51030,274.06069393800004
naive,uflp_nldep,gunluk-30-60-6,264,sinabc2,295.1859561544216,295.18596488951556,2.959183360859196e-6,1,66150,381.66121787000003
naive,uflp_nldep,gunluk-30-60-6,265,sinabc3,300.55192990412235,300.556524019988,0.0015285363978117356,1,109950,1123.761145402
naive,uflp_nldep,gunluk-30-60-6,267,pardivexp,278.75883479535423,278.75883761824247,1.0126632247416892e-6,1,64050,201.313789801
naive,uflp_nldep,gunluk-30-60-6,268,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-6,269,square,279.7441703635236,279.7441775745085,2.5777068773429198e-6,1,44910,47.172740476
naive,uflp_nldep,gunluk-10-20-2,27,pardivexp,164.42786106180876,164.42786172536213,4.035528847674898e-7,1,21350,62.081360030000006
naive,uflp_nldep,gunluk-30-60-6,270,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-7,271,exp,581.969491837773,581.9695304566795,6.635898355509678e-6,1,22320,90.149558149
naive,uflp_nldep,gunluk-30-60-7,272,cubic,524.786304709807,524.7864069662419,1.9485343653301244e-5,1,29430,586.8224612480001
naive,uflp_nldep,gunluk-30-60-7,273,sinabc1,340.1024577998085,340.1024631327643,1.5680438526545118e-6,1,51030,271.905013836
naive,uflp_nldep,gunluk-30-60-7,274,sinabc2,348.4934995415002,348.4935057479805,1.7809457539063985e-6,1,66150,344.358414917
naive,uflp_nldep,gunluk-30-60-7,275,sinabc3,353.334895988265,353.3349062018819,2.8906334297234906e-6,1,109950,1387.889961883
naive,uflp_nldep,gunluk-30-60-7,277,pardivexp,335.4291098886711,335.429112906205,8.99604041646766e-7,1,64050,200.917059351
naive,uflp_nldep,gunluk-30-60-7,278,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-7,279,square,336.089600373832,336.08960525530244,1.4524312430668832e-6,1,44910,47.446212154
naive,uflp_nldep,gunluk-10-20-2,28,sqrt,231.99180547171977,231.99183543682875,1.2916449806343571e-5,1,713342,3474.545149716
naive,uflp_nldep,gunluk-30-60-7,280,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-8,281,exp,537.9155909889373,537.9156406259499,9.227657430158642e-6,1,22590,112.546797209
naive,uflp_nldep,gunluk-30-60-8,282,cubic,490.5473136913288,490.54740052235456,1.7700843117387656e-5,1,29430,716.540275221
naive,uflp_nldep,gunluk-30-60-8,283,sinabc1,309.6917937824945,309.69179755370504,1.2177301902128001e-6,1,51030,274.284473557
naive,uflp_nldep,gunluk-30-60-8,284,sinabc2,316.7175208460163,316.717525703912,1.5338259655320319e-6,1,66150,383.193703812
naive,uflp_nldep,gunluk-30-60-8,285,sinabc3,320.7454962805215,320.7455053233166,2.819305325724035e-6,1,109950,1152.469477347
naive,uflp_nldep,gunluk-30-60-8,287,pardivexp,306.50626096208293,306.50626224602166,4.1889477890228214e-7,1,64050,199.69619178000002
naive,uflp_nldep,gunluk-30-60-8,288,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-8,289,square,306.7808674331013,306.78087265590005,1.7024525319078186e-6,1,44910,47.558718619000004
naive,uflp_nldep,gunluk-10-20-2,29,square,167.39494639733556,167.3949518001891,3.2276084037029856e-6,1,14970,17.480905644
naive,uflp_nldep,gunluk-30-60-8,290,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-9,291,exp,502.957565435971,502.95759493470644,5.8650541796663006e-6,1,22950,128.405610243
naive,uflp_nldep,gunluk-30-60-9,292,cubic,464.15602594738823,464.15610014850733,1.598624236141987e-5,1,29430,626.399769891
naive,uflp_nldep,gunluk-30-60-9,293,sinabc1,261.79710724751095,261.7971124717749,1.9955391717573166e-6,1,51030,271.55363297400004
naive,uflp_nldep,gunluk-30-60-9,294,sinabc2,271.03583254352367,271.0358405335702,2.9479667747629556e-6,1,66150,399.019580388
naive,uflp_nldep,gunluk-30-60-9,295,sinabc3,275.99399726032016,275.9940022883037,1.821772758120229e-6,1,109950,1060.055953381
naive,uflp_nldep,gunluk-30-60-9,297,pardivexp,257.3798275420734,257.3798305304833,1.1610893897077013e-6,1,64050,200.32216207200003
naive,uflp_nldep,gunluk-30-60-9,298,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-30-60-9,299,square,257.97568594264726,257.97569167497585,2.2220421433793456e-6,1,44910,47.156020171
naive,uflp_nldep,gunluk-10-20-10,3,sinabc1,211.0280225860986,211.028028234803,2.6767555302804066e-6,1,17010,91.273569811
naive,uflp_nldep,gunluk-10-20-2,30,log,235.28381471132394,235.2840358496795,9.398782826788668e-5,1,763212,2578.969939268
naive,uflp_nldep,gunluk-30-60-9,300,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-10,301,exp,622.3172520672624,622.3172935161517,6.660410973234245e-6,1,29800,129.459430822
naive,uflp_nldep,gunluk-40-80-10,302,cubic,569.9914429377736,569.9914874476018,7.808858404346689e-6,1,39240,766.345275021
naive,uflp_nldep,gunluk-40-80-10,303,sinabc1,387.8281318510292,387.8281355791894,9.612918370209676e-7,1,68040,352.56737442
naive,uflp_nldep,gunluk-40-80-10,304,sinabc2,394.5923329845764,394.5923405953378,1.9287656262143896e-6,1,88200,500.643900711
naive,uflp_nldep,gunluk-40-80-10,305,sinabc3,398.4760628429451,398.4760688174472,1.499337737205659e-6,1,146600,1639.1051522910002
naive,uflp_nldep,gunluk-40-80-10,307,pardivexp,385.21508907665486,385.2150933462091,1.1083558989174391e-6,1,85400,255.484423557
naive,uflp_nldep,gunluk-40-80-10,308,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-10,309,square,384.9706204310046,384.9706274761283,1.8300418802057159e-6,1,59880,70.97400951600001
naive,uflp_nldep,gunluk-10-20-3,31,exp,277.4801696850345,277.4801731560569,1.250908240980648e-6,1,8340,35.357055801
naive,uflp_nldep,gunluk-40-80-10,310,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-1,311,exp,630.9792129669798,630.979243468941,4.834067286236693e-6,1,28920,145.069083952
naive,uflp_nldep,gunluk-40-80-1,312,cubic,571.0120478374093,571.0121505766573,1.799248016811153e-5,1,39240,1067.4739941300002
naive,uflp_nldep,gunluk-40-80-1,313,sinabc1,335.3378177237027,335.3378221271169,1.3131278128224227e-6,1,68040,368.513953268
naive,uflp_nldep,gunluk-40-80-1,314,sinabc2,342.6839611848599,342.68396800617916,1.9905568596684157e-6,1,88200,435.781862853
naive,uflp_nldep,gunluk-40-80-1,315,sinabc3,347.2692681658171,347.269274523854,1.8308665249649628e-6,1,146600,2381.051137662
naive,uflp_nldep,gunluk-40-80-1,317,pardivexp,332.46974642946174,332.469748381597,5.871617757159802e-7,1,85400,269.96803114100004
naive,uflp_nldep,gunluk-40-80-1,318,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-1,319,square,332.2536468313078,332.25365189157174,1.5230122920118714e-6,1,59880,62.376619644
naive,uflp_nldep,gunluk-10-20-3,32,cubic,265.3904079612539,265.39041025932363,8.659204055257801e-7,1,9810,203.612847718
naive,uflp_nldep,gunluk-40-80-1,320,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-2,321,exp,636.1673790789664,636.167400822537,3.4179007936686268e-6,1,29120,121.671250688
naive,uflp_nldep,gunluk-40-80-2,322,cubic,564.7346929224705,564.7348010053771,1.9138701290787542e-5,1,39240,902.5176357390001
naive,uflp_nldep,gunluk-40-80-2,323,sinabc1,344.7804190149377,344.7804233517673,1.2578526206320815e-6,1,68040,372.66239513700003
naive,uflp_nldep,gunluk-40-80-2,324,sinabc2,352.2958989095817,352.2959050039837,1.7299099773909102e-6,1,88200,516.909195336
naive,uflp_nldep,gunluk-40-80-2,325,sinabc3,356.50380594905647,356.50387979365024,2.071354561810024e-5,1,146600,2012.4039510950001
naive,uflp_nldep,gunluk-40-80-2,327,pardivexp,341.44985744435456,341.4498607488333,9.677786207337728e-7,1,85400,261.833235184
naive,uflp_nldep,gunluk-40-80-2,328,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-2,329,square,341.49998267596385,341.4999880263608,1.5667341618859811e-6,1,59880,62.687646753
naive,uflp_nldep,gunluk-10-20-3,33,sinabc1,201.3330203203816,201.3330284238884,4.024926698983391e-6,1,17010,95.44868129800001
naive,uflp_nldep,gunluk-40-80-2,330,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-3,331,exp,567.0365972197505,567.0366389417226,7.357897031601965e-6,1,29680,133.433342498
naive,uflp_nldep,gunluk-40-80-3,332,cubic,518.0975317991978,518.0976264017105,1.825959199519776e-5,1,39240,866.392576007
naive,uflp_nldep,gunluk-40-80-3,333,sinabc1,318.4755046658398,318.4755084815147,1.198106214489031e-6,1,68040,365.109512653
naive,uflp_nldep,gunluk-40-80-3,334,sinabc2,324.91520029063787,324.9152068608546,2.022132724937463e-6,1,88200,458.397937027
naive,uflp_nldep,gunluk-40-80-3,335,sinabc3,328.9263206902385,328.9263288742741,2.488105947186995e-6,1,146600,1831.7117189110002
naive,uflp_nldep,gunluk-40-80-3,337,pardivexp,316.3278248520718,316.3278284254712,1.1296506585002516e-6,1,85400,267.322226678
naive,uflp_nldep,gunluk-40-80-3,338,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-3,339,square,315.70075503532206,315.70076257098106,2.3869625569528967e-6,1,59880,61.499895633
naive,uflp_nldep,gunluk-10-20-3,34,sinabc2,215.39979125674185,215.3998059039602,6.8000146531919925e-6,1,22050,156.046252508
naive,uflp_nldep,gunluk-40-80-3,340,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-4,341,exp,598.9679618360548,598.9679949641925,5.530869427789971e-6,1,28960,121.639731951
naive,uflp_nldep,gunluk-40-80-4,342,cubic,551.779604551518,551.7796756085963,1.2877799144306944e-5,1,39240,951.2940730920001
naive,uflp_nldep,gunluk-40-80-4,343,sinabc1,365.1380576494735,365.13806250994065,1.331131324904615e-6,1,68040,358.708111995
naive,uflp_nldep,gunluk-40-80-4,344,sinabc2,372.7569530492645,372.75696001770035,1.869431453321203e-6,1,88200,493.15492257100004
naive,uflp_nldep,gunluk-40-80-4,345,sinabc3,376.7564956885887,376.7573609894329,0.00022967058744460003,1,146600,1553.023095536
naive,uflp_nldep,gunluk-40-80-4,347,pardivexp,361.2901428140637,361.2901462293159,9.452934796232946e-7,1,85400,255.17890746400002
naive,uflp_nldep,gunluk-40-80-4,348,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-4,349,square,361.6090993674706,361.6091050353565,1.567406851189954e-6,1,59880,62.327738547
naive,uflp_nldep,gunluk-10-20-3,35,sinabc3,212.0448147582832,212.04802664459035,0.0015146975701591158,1,36650,369.28393488300003
naive,uflp_nldep,gunluk-40-80-4,350,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-5,351,exp,612.7159693141233,612.7160125584687,7.0578121892984085e-6,1,29640,120.81744809300001
naive,uflp_nldep,gunluk-40-80-5,352,cubic,548.8680402758199,548.8681099991677,1.2703115105796761e-5,1,39240,909.7640376910001
naive,uflp_nldep,gunluk-40-80-5,353,sinabc1,335.74199365800285,335.74199943364704,1.720262640093203e-6,1,68040,357.934832453
naive,uflp_nldep,gunluk-40-80-5,354,sinabc2,343.8898477877374,343.8898554611965,2.2313711710142023e-6,1,88200,511.202323626
naive,uflp_nldep,gunluk-40-80-5,355,sinabc3,348.29394284241346,348.29394980774373,1.999842453626775e-6,1,146600,2078.349355715
naive,uflp_nldep,gunluk-40-80-5,357,pardivexp,331.83037705012714,331.83037979747536,8.279375206158426e-7,1,85400,258.170330485
naive,uflp_nldep,gunluk-40-80-5,358,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-5,359,square,332.26966504162914,332.269672340885,2.19678666557721e-6,1,59880,60.821361631
naive,uflp_nldep,gunluk-40-80-5,360,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-6,361,exp,570.8433101945517,570.8433375820645,4.79772837311347e-6,1,29200,119.74485940800001
naive,uflp_nldep,gunluk-40-80-6,362,cubic,539.2459860021019,539.2460426577262,1.0506451576202608e-5,1,39240,1054.776349613
naive,uflp_nldep,gunluk-40-80-6,363,sinabc1,386.9214344166916,386.92143697155063,6.603043317510311e-7,1,68040,359.62892067300004
naive,uflp_nldep,gunluk-40-80-6,364,sinabc2,392.4418496297474,392.44185444675117,1.2274439352180613e-6,1,88200,524.334091521
naive,uflp_nldep,gunluk-40-80-6,365,sinabc3,395.6231169523727,395.62597223744626,0.0007217132529032616,1,146600,2755.8317410070003
naive,uflp_nldep,gunluk-40-80-6,367,pardivexp,384.9532380872132,384.9532416593006,9.279276045267332e-7,1,85400,269.914240369
naive,uflp_nldep,gunluk-40-80-6,368,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-6,369,square,384.5796326782423,384.5796407466454,2.097979773619273e-6,1,59880,62.97231566000001
naive,uflp_nldep,gunluk-10-20-3,37,pardivexp,189.41977239944478,189.41977630194066,2.0602367677028805e-6,1,21350,59.776043826000006
naive,uflp_nldep,gunluk-40-80-6,370,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-7,371,exp,655.434858443241,655.4349087335639,7.672817285793442e-6,1,28960,126.231649258
naive,uflp_nldep,gunluk-40-80-7,372,cubic,578.5186133401216,578.5187345014142,2.0943365413893127e-5,1,39240,1079.3589241280001
naive,uflp_nldep,gunluk-40-80-7,373,sinabc1,350.08056849767905,350.0805733887929,1.397139467993989e-6,1,68040,358.91231547700005
naive,uflp_nldep,gunluk-40-80-7,374,sinabc2,358.45686090859414,358.45686682576803,1.6507352603884785e-6,1,88200,491.630435232
naive,uflp_nldep,gunluk-40-80-7,375,sinabc3,363.24121148985944,363.24122241464903,3.007585295374523e-6,1,146600,1838.700094469
naive,uflp_nldep,gunluk-40-80-7,377,pardivexp,346.2533658136182,346.2533696583786,1.1103893052107353e-6,1,85400,258.203005696
naive,uflp_nldep,gunluk-40-80-7,378,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-7,379,square,346.3533455890415,346.353350969083,1.5533389485764536e-6,1,59880,62.652866183
naive,uflp_nldep,gunluk-10-20-3,38,sqrt,-1.0e20,1.0e20,100.0,1,1166780,3608.9176770950003
naive,uflp_nldep,gunluk-40-80-7,380,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-8,381,exp,584.8366995541562,584.8367558361067,9.623531683069032e-6,1,29160,130.07156588
naive,uflp_nldep,gunluk-40-80-8,382,cubic,528.4983763613769,528.4984556008534,1.4993322236477781e-5,1,39240,910.815010021
naive,uflp_nldep,gunluk-40-80-8,383,sinabc1,340.23554063698504,340.2355437388514,9.116820426213088e-7,1,68040,369.563792738
naive,uflp_nldep,gunluk-40-80-8,384,sinabc2,345.73317043468325,345.7331752463056,1.391715553988278e-6,1,88200,530.229691769
naive,uflp_nldep,gunluk-40-80-8,385,sinabc3,349.1708763664738,349.1708828877438,1.8676442723935472e-6,1,146600,1915.865065551
naive,uflp_nldep,gunluk-40-80-8,387,pardivexp,338.7428748729149,338.7428775765121,7.981266567824962e-7,1,85400,266.610058476
naive,uflp_nldep,gunluk-40-80-8,388,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-8,389,square,337.9974014998669,337.9974065977025,1.508246952045044e-6,1,59880,63.395837919
naive,uflp_nldep,gunluk-10-20-3,39,square,193.337894015171,193.33789853009586,2.335250816246609e-6,1,14970,15.670644900000001
naive,uflp_nldep,gunluk-40-80-8,390,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-9,391,exp,589.1141029411232,589.1141579585782,9.339014222267258e-6,1,29200,127.04761896000001
naive,uflp_nldep,gunluk-40-80-9,392,cubic,517.10364084692,517.1037445475672,2.0054128067489872e-5,1,39240,935.0312034520001
naive,uflp_nldep,gunluk-40-80-9,393,sinabc1,317.41561906534247,317.41562321678657,1.3078890258112563e-6,1,68040,364.97323890900003
naive,uflp_nldep,gunluk-40-80-9,394,sinabc2,324.77661691105226,324.77662326547494,1.956551742116538e-6,1,88200,439.17143766000004
naive,uflp_nldep,gunluk-40-80-9,395,sinabc3,328.97179006975256,328.9717972273942,2.175761472346667e-6,1,146600,1660.8582463770001
naive,uflp_nldep,gunluk-40-80-9,397,pardivexp,314.40507275199496,314.40507581133824,9.73057850057416e-7,1,85400,259.093542077
naive,uflp_nldep,gunluk-40-80-9,398,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-9,399,square,314.3619070223264,314.3619294242945,7.12617081472571e-6,1,59880,62.048068753
naive,uflp_nldep,gunluk-10-20-10,4,sinabc2,225.26219634443228,225.26221733903645,9.32007347646384e-6,1,22050,160.99475173300002
naive,uflp_nldep,gunluk-10-20-3,40,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-40-80-9,400,log,-1.0e20,1.0e20,100.0,1,237402,3602.7458307680004
naive,uflp_nldep,gunluk-50-100-10,401,exp,722.1108149542454,722.1108544418537,5.468358227311091e-6,1,36100,201.35131803800002
naive,uflp_nldep,gunluk-50-100-10,402,cubic,649.9662287039816,649.9663138633825,1.3102125307108264e-5,1,49050,2459.7404542120003
naive,uflp_nldep,gunluk-50-100-10,403,sinabc1,369.6476332467355,369.64763960932834,1.7212588855291129e-6,1,85050,445.05195392900004
naive,uflp_nldep,gunluk-50-100-10,404,sinabc2,378.6096723580542,378.6096788499318,1.7146623528452424e-6,1,110250,589.5485330280001
naive,uflp_nldep,gunluk-50-100-10,405,sinabc3,383.89519362492035,383.89520250467984,2.3130686274092217e-6,1,183250,2122.8943151040003
naive,uflp_nldep,gunluk-50-100-10,407,pardivexp,366.3282440936051,366.3282496824019,1.5256253922170145e-6,1,106750,310.80490957800004
naive,uflp_nldep,gunluk-50-100-10,408,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-50-100-10,409,square,365.8714080863536,365.871414329238,1.7063055942092794e-6,1,74850,82.76750595300001
naive,uflp_nldep,gunluk-10-20-4,41,exp,279.5901469008732,279.5901986584089,1.851192779110344e-5,1,8440,39.918279988
naive,uflp_nldep,gunluk-50-100-10,410,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-50-100-1,411,exp,692.1250042468644,692.1250608360873,8.176155746722201e-6,1,35200,164.251051581
naive,uflp_nldep,gunluk-50-100-1,412,cubic,616.4300914738656,616.4301952574518,1.683622688625775e-5,1,49050,1185.426870409
naive,uflp_nldep,gunluk-50-100-1,413,sinabc1,383.93072789342534,383.9307335893917,1.4835921865347693e-6,1,85050,423.14774006700003
naive,uflp_nldep,gunluk-50-100-1,414,sinabc2,389.51426309000254,389.51426678523546,9.486771691706e-7,1,110250,642.633044324
naive,uflp_nldep,gunluk-50-100-1,415,sinabc3,393.03044568094555,393.03045128021085,1.4246390551092331e-6,1,183250,3270.5487243430002
naive,uflp_nldep,gunluk-50-100-1,417,pardivexp,382.6036059555208,382.6036096064858,9.542421805549758e-7,1,106750,308.868892082
naive,uflp_nldep,gunluk-50-100-1,418,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-50-100-1,419,square,381.56763056076494,381.56763822829373,2.00948089493285e-6,1,74850,80.56264072100001
naive,uflp_nldep,gunluk-10-20-4,42,cubic,252.4647607951402,252.46477702168147,6.427249562607783e-6,1,9810,197.590403334
naive,uflp_nldep,gunluk-50-100-1,420,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,uflp_nldep,gunluk-50-100-2,421,exp,720.2413080145154,720.2413477707928,5.519854906585145e-6,1,35500,152.608476529
naive,uflp_nldep,gunluk-50-100-2,422,cubic,634.0690879217781,634.0692173387977,2.041055078127173e-5,1,49050,1231.184900675
